Scheduler;Workload;NPUarray;Scheduler_runtime(ns);Ttot(s);Etot(mJ);Etot_idle(mJ)
Greedy;Workload_Low-energy skew;3x1024_2x4096;252180225;16.602736693793354;7245.460514948009;245167.907730985
Greedy;Workload_Mid-energy skew;2x2304_2x4096;201945061;14.829719790493572;5774.560470519923;175012.64372858207
Greedy;Workload_High-energy skew;2x2304_2x4096;234311027;60.937577011810625;51351.251429743956;719153.6054570383
Greedy;Workload_Uniform;2x2304_2x4096;268941648;35.384423574136676;5749.215151573733;417588.57240791555
Greedy;Workload_Low-energy skew;2x2304_2x4096;202471021;10.759647638531618;5774.560470519923;126979.76802060264
Greedy;Workload_Mid-energy skew;1x512_3x4096;204279792;10.964301938869921;5050.60794447147;124061.23467050446
Greedy;Workload_High-energy skew;1x512_3x4096;233772611;41.71226121601318;41723.36141736994;471974.8376329886
Greedy;Workload_Uniform;1x512_3x4096;272669259;24.962509602791;5028.440150077715;282451.1564040134
Greedy;Workload_Low-energy skew;1x512_3x4096;205150140;8.596625116878366;5050.60794447147;97270.93726035455
Greedy;Workload_Mid-energy skew;4x1024;200278171;24.088775444828048;7245.460514948009;239028.39528000873
Greedy;Workload_High-energy skew;4x1024;233656887;110.25805289338955;72975.6052027573;1094069.9542891753
Greedy;Workload_Uniform;4x1024;269815510;61.71839320277701;7213.6592187972665;612420.0260950914
Greedy;Workload_Low-energy skew;4x1024;200498412;16.602736693793354;7245.460514948009;164745.83850321878
Greedy;Workload_Mid-energy skew;4x512;200616387;36.065651421985095;8110.649061021019;342281.71020867664
Greedy;Workload_High-energy skew;4x512;233569652;186.62748018101277;104449.13906208046;1771191.440322998
Greedy;Workload_Uniform;4x512;268425129;101.08049160015334;8075.050336518671;959306.2143484207
Greedy;Workload_Low-energy skew;4x512;202803582;25.666123247852394;8110.649061021019;243584.8019743893
Greedy;Workload_Mid-energy skew;3x4096;150842873;10.964301938869921;5050.60794447147;89375.6000854876
Greedy;Workload_High-energy skew;3x4096;175508394;41.71226121601318;41723.36141736994;340017.8504650006
Greedy;Workload_Uniform;3x4096;203519900;24.962509602791;5028.440150077715;203482.1083757151
Greedy;Workload_Low-energy skew;3x4096;151113243;8.596625116878366;5050.60794447147;70075.46242475788
Batched-1;Workload_Mid-energy skew;4x2304;104124609;14.829719790493572;5774.560470519923;162384.17189545702
Batched-1;Workload_High-energy skew;4x2304;115462308;60.937577011810625;51351.251429743956;667261.2915263429
Batched-1;Workload_Uniform;4x2304;124750150;35.384423574136676;5749.215151573733;387456.43216857
Batched-1;Workload_Low-energy skew;4x2304;103747363;10.759647638531618;5774.560470519923;117817.22759117052
Batched-1;Workload_Mid-energy skew;1x512_1x1024_1x2304_1x4096;103992118;36.065651421985095;8110.649061021019;397924.2333873855
